transaction_ID,Customer ID,Transaction_Date,transaction_amount,product_service type,transaction_fees,Operational expenses
TRANS01093,CUST0477,2023-05-29,1645.46,Insurance,41.66,112.27
TRANS01094,CUST0321,2023-05-21,2723.38,Mortgage,73.11,109.31
TRANS01095,CUST0416,2023-05-12,8907.29,Personal loan,96.49,268.91
TRANS01096,CUST0123,2023-08-07,2573.58,Investment,192.83,211.82
TRANS01097,CUST0548,2023-05-02,2636.81,Personal loan,136.55,296.22
TRANS01098,CUST0366,2023-06-10,3072.99,Insurance,91.31,453.12
TRANS01099,CUST0987,2023-08-30,5747.82,Mortgage,13.96,205.81
TRANS01100,CUST0788,2023-08-02,5733.74,Personal loan,195.13,145.52
TRANS01101,CUST0212,2023-08-19,2252.63,Mortgage,177.44,402.46
TRANS01102,CUST0462,2023-01-10,864.3,Insurance,42.44,194.71
TRANS01103,CUST0315,2023-06-13,3314.45,Insurance,154.45,404.83
TRANS01104,CUST0474,2023-03-01,4877.08,Insurance,11.85,227.03
TRANS01105,CUST0271,2023-04-02,4933.94,Investment,76.91,194.97
TRANS01106,CUST0872,2023-02-21,9000.34,Mortgage,100.03,464.24
TRANS01107,CUST0122,2023-06-28,7058.19,Investment,10.19,132.66
TRANS01108,CUST0092,2023-02-26,8213.2,Investment,175.91,279.38
TRANS01109,CUST0161,2023-03-27,1044.1,Mortgage,99.79,56.98
TRANS01110,CUST0826,2023-09-11,6458.32,Insurance,18.58,352.74
TRANS01111,CUST0702,2023-07-03,469.98,Investment,13.3,174.4
TRANS01112,CUST0311,2023-02-16,8102.58,Mortgage,139.21,417.17
TRANS01113,CUST0846,2023-06-24,3877.31,Personal loan,65.23,357.17
TRANS01114,CUST0721,2023-08-31,7823.21,Investment,53.37,401.87
TRANS01115,CUST0713,2023-07-15,9226.53,Insurance,105.6,297.9
TRANS01116,CUST0617,2023-08-13,3410.46,Mortgage,153.45,66.38
TRANS01117,CUST0041,2023-01-11,8809.95,Investment,157.3,460.39
TRANS01118,CUST0220,2023-02-28,4399.61,Insurance,29.0,493.04
TRANS01119,CUST0855,2023-03-08,9309.44,Insurance,162.74,360.01
TRANS01120,CUST0877,2023-03-30,1293.35,Mortgage,73.78,276.97
TRANS01121,CUST0335,2023-07-03,7726.86,Personal loan,103.23,70.31
TRANS01122,CUST0151,2023-09-21,7502.02,Insurance,76.65,416.62
TRANS01123,CUST0093,2023-08-11,8509.83,Mortgage,113.69,129.36
TRANS01124,CUST0728,2023-01-22,9293.67,Investment,136.05,187.2
TRANS01125,CUST0254,2023-01-14,6375.48,Personal loan,58.17,357.03
TRANS01126,CUST0991,2023-06-16,6358.72,Mortgage,97.16,488.72
TRANS01127,CUST0364,2023-05-03,635.87,Mortgage,167.27,414.12
TRANS01128,CUST0405,2023-04-16,5291.4,Personal loan,67.22,127.5
TRANS01129,CUST0525,2023-07-30,3261.23,Insurance,73.41,149.18
TRANS01130,CUST0050,2023-09-01,5692.64,Insurance,108.39,421.57
TRANS01131,CUST0693,2023-09-05,3335.63,Investment,136.15,240.91
TRANS01132,CUST0306,2023-06-23,7007.91,Investment,174.37,230.18
TRANS01133,CUST0266,2023-01-22,1616.66,Investment,170.3,303.71
TRANS01134,CUST0839,2023-09-18,6768.99,Personal loan,102.03,51.04
TRANS01135,CUST0178,2023-08-03,9973.94,Personal loan,61.29,497.98
TRANS01136,CUST0031,2023-04-19,9713.3,Insurance,108.67,30.62
TRANS01137,CUST0974,2023-06-30,7553.12,Mortgage,131.56,235.26
TRANS01138,CUST0414,2023-06-23,5795.02,Insurance,38.1,332.13
TRANS01139,CUST0875,2023-08-14,991.82,Mortgage,87.96,450.0
TRANS01140,CUST0463,2023-05-06,4376.16,Personal loan,51.85,248.78
TRANS01141,CUST0569,2023-04-11,7885.05,Personal loan,198.88,359.03
TRANS01142,CUST0766,2023-01-28,1565.32,Insurance,77.87,50.61
TRANS01143,CUST0563,2023-09-01,3428.06,Personal loan,15.87,190.12
TRANS01144,CUST0255,2023-06-22,4810.96,Insurance,119.74,478.27
TRANS01145,CUST0096,2023-06-13,7478.62,Personal loan,142.2,152.52
TRANS01146,CUST0473,2023-07-12,5526.71,Investment,91.84,140.97
TRANS01147,CUST0104,2023-05-02,2699.32,Insurance,49.2,450.33
TRANS01148,CUST0823,2023-05-02,4045.42,Mortgage,26.96,33.24
TRANS01149,CUST0812,2023-03-20,4401.46,Insurance,184.92,306.91
TRANS01150,CUST0143,2023-08-19,7008.92,Investment,81.78,226.8
TRANS01151,CUST0124,2023-07-23,7644.13,Investment,30.51,386.9
TRANS01152,CUST0012,2023-01-31,4861.13,Mortgage,62.05,84.01
TRANS01153,CUST0063,2023-07-31,2061.27,Personal loan,129.11,210.2
TRANS01154,CUST0850,2023-07-30,4013.66,Personal loan,113.53,337.66
TRANS01155,CUST0799,2023-08-31,5756.17,Insurance,183.35,168.72
TRANS01156,CUST0227,2023-01-16,5655.56,Investment,197.59,354.66
TRANS01157,CUST0133,2023-06-25,9971.08,Investment,176.46,166.24
TRANS01158,CUST0202,2023-03-23,5290.05,Mortgage,43.24,131.63
TRANS01159,CUST0843,2023-06-29,2498.92,Investment,182.96,403.24
TRANS01160,CUST0410,2023-07-19,2735.95,Investment,76.28,263.82
TRANS01161,CUST0381,2023-01-26,4357.65,Personal loan,72.93,215.43
TRANS01162,CUST0702,2023-05-17,6878.91,Personal loan,121.94,387.82
TRANS01163,CUST0645,2023-08-15,5802.58,Insurance,189.6,490.49
TRANS01164,CUST0960,2023-01-26,1214.05,Insurance,62.49,301.7
TRANS01165,CUST0660,2023-05-05,4194.46,Personal loan,46.21,434.11
TRANS01166,CUST0086,2023-07-11,3716.15,Mortgage,120.11,486.03
TRANS01167,CUST0596,2023-08-22,1985.85,Investment,143.35,45.43
TRANS01168,CUST0600,2023-01-23,3510.8,Insurance,168.49,382.14
TRANS01169,CUST0265,2023-08-05,6588.56,Insurance,33.36,301.97
TRANS01170,CUST0939,2023-08-14,7719.84,Personal loan,161.11,391.82
TRANS01171,CUST0832,2023-04-28,1775.63,Mortgage,117.67,54.09
TRANS01172,CUST0076,2023-05-24,3562.19,Mortgage,160.58,50.54
TRANS01173,CUST0022,2023-07-18,8233.68,Personal loan,75.93,218.58
TRANS01174,CUST0066,2023-08-25,8047.68,Mortgage,30.94,97.38
TRANS01175,CUST0202,2023-09-01,6269.5,Investment,11.58,113.42
TRANS01176,CUST0924,2023-06-01,4460.59,Mortgage,186.17,490.3
TRANS01177,CUST0661,2023-03-07,9249.71,Insurance,37.95,391.39
TRANS01178,CUST0454,2023-06-07,2411.55,Investment,139.38,495.0
TRANS01179,CUST0828,2023-08-02,6885.06,Insurance,109.41,421.15
TRANS01180,CUST0131,2023-03-23,1644.31,Mortgage,65.06,34.15
TRANS01181,CUST0094,2023-07-16,7312.02,Insurance,116.05,465.84
TRANS01182,CUST0926,2023-04-13,949.56,Personal loan,40.9,369.76
TRANS01183,CUST0867,2023-08-02,7421.86,Insurance,102.5,179.26
TRANS01184,CUST0849,2023-07-18,2506.18,Investment,22.28,65.2
TRANS01185,CUST0828,2023-06-22,6247.92,Mortgage,66.0,213.71
TRANS01186,CUST0339,2023-06-09,1562.0,Personal loan,96.23,356.45
TRANS01187,CUST0125,2023-03-21,8341.2,Investment,51.29,348.97
TRANS01188,CUST0043,2023-07-23,2948.08,Mortgage,166.84,406.36
TRANS01189,CUST0964,2023-01-09,3498.39,Mortgage,33.45,203.02
TRANS01190,CUST0472,2023-03-02,8062.38,Mortgage,102.79,247.72
TRANS01191,CUST0051,2023-01-07,3120.67,Personal loan,10.97,426.69
TRANS01192,CUST0172,2023-07-06,4764.78,Mortgage,76.93,107.84
TRANS01193,CUST0946,2023-06-04,3385.58,Investment,168.48,169.37
TRANS01194,CUST0587,2023-01-31,7426.13,Mortgage,19.48,105.16
TRANS01195,CUST0443,2023-02-28,2197.57,Mortgage,36.17,226.57
TRANS01196,CUST0841,2023-04-03,5509.6,Investment,176.96,140.97
TRANS01197,CUST0741,2023-08-19,7528.52,Personal loan,159.2,63.55
TRANS01198,CUST0404,2023-06-05,5533.12,Mortgage,105.38,145.04
TRANS01199,CUST0508,2023-09-22,6268.12,Insurance,192.12,116.29
TRANS01200,CUST0030,2023-02-12,9923.79,Investment,116.54,188.58
TRANS01201,CUST0391,2023-03-12,6981.2,Insurance,191.2,330.67
TRANS01202,CUST0699,2023-02-14,6715.78,Personal loan,145.51,59.15
TRANS01203,CUST0436,2023-09-03,3828.41,Insurance,37.1,236.83
TRANS01204,CUST0176,2023-09-17,9069.8,Insurance,149.28,65.13
TRANS01205,CUST0362,2023-08-23,5315.31,Investment,92.09,143.73
TRANS01206,CUST0219,2023-01-11,2629.02,Personal loan,184.47,442.06
TRANS01207,CUST0930,2023-09-03,695.09,Personal loan,65.25,49.23
TRANS01208,CUST0191,2023-05-10,2086.89,Personal loan,16.11,287.42
TRANS01209,CUST0281,2023-02-04,6995.61,Insurance,187.26,347.7
TRANS01210,CUST0286,2023-08-01,2785.69,Insurance,57.26,65.84
TRANS01211,CUST0456,2023-08-01,4703.11,Insurance,138.92,20.83
TRANS01212,CUST0904,2023-02-08,9457.25,Personal loan,83.39,492.86
TRANS01213,CUST0152,2023-03-02,759.32,Insurance,85.83,26.04
TRANS01214,CUST0035,2023-08-09,6637.69,Mortgage,181.79,176.89
TRANS01215,CUST0628,2023-09-09,6663.52,Personal loan,179.68,167.01
TRANS01216,CUST0634,2023-07-29,9137.4,Mortgage,184.84,404.02
TRANS01217,CUST0631,2023-07-23,3666.17,Personal loan,123.44,292.68
TRANS01218,CUST0251,2023-09-07,1168.13,Investment,42.93,199.92
TRANS01219,CUST0662,2023-05-31,2995.71,Insurance,92.81,53.31
TRANS01220,CUST0302,2023-09-12,8845.68,Insurance,176.43,102.75
TRANS01221,CUST0510,2023-02-08,3926.58,Personal loan,162.83,325.51
TRANS01222,CUST0421,2023-07-18,9799.95,Mortgage,36.44,259.14
TRANS01223,CUST0903,2023-02-21,5134.55,Investment,155.86,276.9
TRANS01224,CUST0563,2023-01-11,7125.92,Personal loan,57.5,488.37
TRANS01225,CUST0490,2023-09-09,9048.33,Insurance,89.1,66.54
TRANS01226,CUST0062,2023-07-09,4898.16,Investment,47.91,347.93
TRANS01227,CUST0089,2023-01-03,6011.35,Insurance,67.95,94.24
TRANS01228,CUST0286,2023-06-06,971.4,Mortgage,66.49,199.6
TRANS01229,CUST0392,2023-05-31,2068.86,Mortgage,186.15,104.93
TRANS01230,CUST0140,2023-08-20,9671.23,Investment,97.62,231.53
TRANS01231,CUST0429,2023-01-15,5650.81,Insurance,44.84,426.07
TRANS01232,CUST0204,2023-02-15,7153.44,Mortgage,158.66,390.55
TRANS01233,CUST0658,2023-01-19,493.55,Investment,168.43,263.52
TRANS01234,CUST0905,2023-06-26,9230.47,Investment,28.25,410.89
TRANS01235,CUST0816,2023-08-16,3118.78,Personal loan,110.05,233.65
TRANS01236,CUST0538,2023-02-21,4950.34,Mortgage,141.89,318.6
TRANS01237,CUST0255,2023-03-27,7469.47,Insurance,105.72,468.94
TRANS01238,CUST0645,2023-07-06,281.89,Mortgage,140.18,446.35
TRANS01239,CUST0821,2023-02-26,6874.68,Personal loan,77.94,400.95
TRANS01240,CUST0556,2023-08-17,3618.24,Investment,77.3,77.74
TRANS01241,CUST0813,2023-08-04,3093.03,Insurance,98.64,468.44
TRANS01242,CUST0019,2023-02-25,9960.34,Investment,192.67,468.82
TRANS01243,CUST0391,2023-05-31,9788.02,Personal loan,97.64,71.73
TRANS01244,CUST0800,2023-08-03,2831.19,Insurance,183.39,347.86
TRANS01245,CUST0730,2023-08-24,713.9,Mortgage,15.02,303.25
TRANS01246,CUST0367,2023-03-31,2651.03,Personal loan,155.69,100.34
TRANS01247,CUST0491,2023-03-28,3932.99,Investment,26.8,67.87
TRANS01248,CUST0557,2023-04-17,9999.52,Investment,36.71,112.72
TRANS01249,CUST0800,2023-07-18,9904.58,Investment,182.3,94.52
TRANS01250,CUST0496,2023-09-15,9446.95,Insurance,159.46,314.33
TRANS01251,CUST0352,2023-06-19,9496.25,Investment,120.26,181.95
TRANS01252,CUST0934,2023-09-14,2333.27,Insurance,80.89,238.24
TRANS01253,CUST0579,2023-04-28,3483.68,Investment,127.97,336.07
TRANS01254,CUST0514,2023-08-24,3989.18,Mortgage,180.98,419.25
TRANS01255,CUST0329,2023-06-26,1458.88,Investment,176.78,396.35
TRANS01256,CUST0397,2023-01-18,7325.91,Mortgage,20.17,473.13
TRANS01257,CUST0276,2023-04-05,5255.11,Investment,170.57,340.98
TRANS01258,CUST0184,2023-05-03,6812.15,Insurance,33.93,51.42
TRANS01259,CUST0026,2023-01-18,8739.74,Mortgage,137.32,138.19
TRANS01260,CUST0326,2023-06-13,6896.58,Personal loan,97.93,87.86
TRANS01261,CUST0611,2023-07-10,4231.6,Insurance,154.97,480.99
TRANS01262,CUST0224,2023-05-08,5771.7,Personal loan,108.42,255.57
TRANS01263,CUST0030,2023-06-28,4322.0,Insurance,169.45,401.15
TRANS01264,CUST0917,2023-07-18,3192.59,Mortgage,26.09,39.96
TRANS01265,CUST0830,2023-08-27,6093.15,Personal loan,61.33,48.14
TRANS01266,CUST0797,2023-06-10,4546.77,Personal loan,197.37,491.53
TRANS01267,CUST0287,2023-07-21,1404.54,Mortgage,30.34,250.6
TRANS01268,CUST0059,2023-03-29,6559.48,Insurance,122.92,424.93
TRANS01269,CUST0828,2023-03-16,5852.2,Personal loan,166.17,336.64
TRANS01270,CUST0483,2023-05-12,6872.08,Personal loan,117.43,382.21
TRANS01271,CUST0542,2023-05-18,2102.87,Mortgage,141.21,303.74
TRANS01272,CUST0366,2023-06-23,1467.29,Insurance,174.22,426.93
TRANS01273,CUST0785,2023-01-06,6916.47,Investment,33.07,63.66
TRANS01274,CUST0598,2023-07-09,8996.57,Insurance,121.08,334.31
TRANS01275,CUST0238,2023-06-21,9104.67,Mortgage,107.06,457.7
TRANS01276,CUST0997,2023-04-02,4357.64,Personal loan,146.22,290.24
TRANS01277,CUST0163,2023-02-09,9099.12,Personal loan,143.3,357.06
TRANS01278,CUST0102,2023-03-08,7723.49,Mortgage,108.09,270.4
TRANS01279,CUST0253,2023-09-13,6596.69,Insurance,116.79,383.32
TRANS01280,CUST0672,2023-03-26,5691.96,Personal loan,193.78,328.74
TRANS01281,CUST0246,2023-02-08,1664.67,Investment,35.92,155.63
TRANS01282,CUST0272,2023-05-06,771.36,Mortgage,180.06,85.03
TRANS01283,CUST0546,2023-05-08,5376.32,Insurance,131.54,386.49
TRANS01284,CUST0835,2023-05-13,7222.46,Insurance,39.41,160.62
TRANS01285,CUST0810,2023-09-03,1922.94,Investment,129.37,320.64
TRANS01286,CUST0939,2023-01-17,8411.27,Personal loan,146.64,214.03
TRANS01287,CUST0754,2023-09-22,1540.68,Insurance,187.94,200.99
TRANS01288,CUST0057,2023-05-04,391.89,Investment,163.07,255.42
TRANS01289,CUST0782,2023-06-20,3255.01,Investment,128.5,255.79
TRANS01290,CUST0970,2023-09-20,9731.67,Investment,48.13,174.33
TRANS01291,CUST0224,2023-01-13,9615.84,Mortgage,22.76,252.37
TRANS01292,CUST0589,2023-05-19,3103.15,Mortgage,39.07,206.63
TRANS01293,CUST0866,2023-02-19,7481.54,Insurance,177.18,258.86
TRANS01294,CUST0816,2023-09-07,8234.82,Insurance,108.77,397.45
TRANS01295,CUST0397,2023-02-06,6404.79,Insurance,56.97,157.85
TRANS01296,CUST0363,2023-07-23,7409.56,Personal loan,29.69,348.35
TRANS01297,CUST0957,2023-07-05,1604.37,Personal loan,14.68,46.46
TRANS01298,CUST0859,2023-08-28,1960.54,Insurance,106.1,419.0
TRANS01299,CUST0865,2023-08-23,1402.3,Mortgage,84.24,110.28
TRANS01300,CUST0177,2023-09-20,359.36,Mortgage,185.95,62.81
TRANS01301,CUST0180,2023-03-28,9860.96,Investment,66.99,448.2
TRANS01302,CUST0242,2023-07-20,6207.77,Insurance,101.91,378.97
TRANS01303,CUST0606,2023-04-17,6095.48,Personal loan,44.97,294.21
TRANS01304,CUST0325,2023-04-19,6162.38,Investment,54.64,103.21
TRANS01305,CUST0825,2023-04-13,6003.97,Mortgage,171.07,170.55
TRANS01306,CUST0755,2023-01-18,2386.03,Insurance,59.45,43.02
TRANS01307,CUST0714,2023-05-01,358.24,Mortgage,126.42,33.42
TRANS01308,CUST0367,2023-05-23,886.81,Investment,93.43,484.05
TRANS01309,CUST0935,2023-07-17,7820.28,Insurance,135.05,204.75
TRANS01310,CUST0605,2023-07-28,1427.46,Personal loan,33.41,188.85
TRANS01311,CUST0028,2023-03-23,8476.77,Insurance,37.79,278.13
TRANS01312,CUST0720,2023-02-10,4740.76,Personal loan,14.11,415.4
TRANS01313,CUST0717,2023-01-30,6530.73,Insurance,36.92,348.4
TRANS01314,CUST0360,2023-05-01,1921.37,Insurance,151.47,228.23
TRANS01315,CUST0970,2023-01-25,3935.86,Insurance,55.73,264.02
TRANS01316,CUST0581,2023-04-30,4791.08,Insurance,107.19,427.63
TRANS01317,CUST0577,2023-07-07,1721.49,Personal loan,142.93,264.2
TRANS01318,CUST0145,2023-01-20,2340.1,Mortgage,48.07,346.94
TRANS01319,CUST0576,2023-09-10,4145.03,Insurance,101.29,41.47
TRANS01320,CUST0971,2023-02-09,9691.27,Investment,65.0,122.96
TRANS01321,CUST0192,2023-03-01,9261.81,Insurance,29.0,239.47
TRANS01322,CUST0856,2023-03-30,9506.96,Personal loan,121.87,109.14
TRANS01323,CUST0829,2023-09-09,2303.29,Insurance,79.79,126.35
TRANS01324,CUST0902,2023-05-06,6746.26,Mortgage,62.28,173.75
TRANS01325,CUST0993,2023-01-20,2108.05,Personal loan,83.31,362.74
TRANS01326,CUST0504,2023-03-19,2125.16,Insurance,161.97,257.73
TRANS01327,CUST0555,2023-06-05,1853.07,Insurance,98.15,294.15
TRANS01328,CUST0316,2023-07-28,9551.52,Insurance,164.56,314.25
TRANS01329,CUST0179,2023-06-22,4448.92,Insurance,38.15,41.71
TRANS01330,CUST0502,2023-02-14,6208.89,Mortgage,63.85,203.11
TRANS01331,CUST0038,2023-05-06,6909.84,Personal loan,32.82,452.15
TRANS01332,CUST0092,2023-09-01,8681.07,Personal loan,83.99,75.84
TRANS01333,CUST0057,2023-06-02,8887.11,Insurance,120.3,159.41
TRANS01334,CUST0238,2023-07-27,4332.8,Personal loan,16.48,454.11
TRANS01335,CUST0616,2023-08-22,7784.53,Investment,133.58,336.61
TRANS01336,CUST0224,2023-01-29,6118.51,Insurance,134.87,459.32
TRANS01337,CUST0020,2023-01-15,8260.85,Personal loan,94.45,178.76
TRANS01338,CUST0539,2023-08-15,7229.99,Personal loan,182.54,104.99
TRANS01339,CUST0489,2023-09-06,4002.09,Personal loan,77.4,207.16
TRANS01340,CUST0000,2023-06-20,9397.48,Personal loan,36.47,129.62
TRANS01341,CUST0339,2023-06-24,5762.15,Insurance,177.66,460.44
TRANS01342,CUST0939,2023-08-28,5407.98,Mortgage,97.09,212.94
TRANS01343,CUST0628,2023-06-23,6449.8,Insurance,11.73,94.85
TRANS01344,CUST0206,2023-07-28,7070.71,Personal loan,40.08,307.4
TRANS01345,CUST0825,2023-01-21,481.27,Mortgage,105.12,318.45
TRANS01346,CUST0133,2023-02-25,1182.23,Investment,173.59,143.93
TRANS01347,CUST0348,2023-04-01,4623.31,Insurance,50.05,462.65
TRANS01348,CUST0734,2023-09-06,8789.89,Insurance,181.48,346.59
TRANS01349,CUST0181,2023-04-28,8790.02,Insurance,109.76,360.88
TRANS01350,CUST0940,2023-09-01,2532.64,Insurance,107.48,453.0
TRANS01351,CUST0821,2023-04-14,5424.9,Investment,43.15,168.67
TRANS01352,CUST0864,2023-05-19,9839.92,Investment,38.77,471.33
TRANS01353,CUST0889,2023-06-15,488.59,Mortgage,134.63,333.6
TRANS01354,CUST0331,2023-07-18,3935.24,Mortgage,117.0,458.59
TRANS01355,CUST0060,2023-04-24,7675.08,Personal loan,97.3,216.42
TRANS01356,CUST0022,2023-04-13,9629.66,Personal loan,173.15,24.91
TRANS01357,CUST0151,2023-06-10,1979.52,Personal loan,36.61,415.31
TRANS01358,CUST0600,2023-07-03,4451.58,Investment,159.14,201.02
TRANS01359,CUST0721,2023-08-12,8855.54,Investment,135.1,424.46
TRANS01360,CUST0939,2023-04-24,7759.4,Investment,185.46,110.96
TRANS01361,CUST0145,2023-01-10,2930.55,Insurance,22.96,394.03
TRANS01362,CUST0792,2023-04-01,1748.22,Insurance,169.47,141.64
TRANS01363,CUST0113,2023-06-14,3014.76,Investment,101.91,25.01
TRANS01364,CUST0866,2023-06-15,9198.42,Mortgage,192.89,352.41
TRANS01365,CUST0538,2023-04-26,6930.53,Personal loan,125.11,40.06
TRANS01366,CUST0881,2023-01-09,9046.39,Mortgage,44.27,388.22
TRANS01367,CUST0373,2023-01-26,4689.43,Mortgage,144.62,81.87
TRANS01368,CUST0983,2023-06-17,6496.4,Investment,106.33,350.96
TRANS01369,CUST0074,2023-03-26,995.36,Investment,135.19,53.85
TRANS01370,CUST0382,2023-02-22,5056.51,Personal loan,59.25,74.9
TRANS01371,CUST0721,2023-08-27,1879.74,Mortgage,142.58,96.28
TRANS01372,CUST0964,2023-05-05,5895.93,Mortgage,121.88,399.77
TRANS01373,CUST0678,2023-07-06,8953.85,Mortgage,120.34,51.92
TRANS01374,CUST0405,2023-03-26,5509.43,Mortgage,121.05,277.73
TRANS01375,CUST0600,2023-07-13,3991.36,Insurance,167.68,100.34
TRANS01376,CUST0103,2023-07-16,3302.26,Investment,22.84,375.24
TRANS01377,CUST0344,2023-09-15,346.63,Insurance,15.61,478.55
TRANS01378,CUST0309,2023-03-22,4591.44,Investment,149.25,363.21
TRANS01379,CUST0330,2023-02-16,8976.51,Insurance,54.02,353.61
TRANS01380,CUST0139,2023-05-18,8968.37,Personal loan,136.4,156.71
TRANS01381,CUST0999,2023-08-15,8837.23,Mortgage,104.89,157.49
TRANS01382,CUST0161,2023-07-13,992.78,Investment,139.07,430.64
TRANS01383,CUST0749,2023-05-23,3308.34,Investment,71.5,145.52
TRANS01384,CUST0971,2023-06-25,6520.91,Investment,53.99,385.27
TRANS01385,CUST0447,2023-03-04,7143.55,Insurance,156.63,209.55
TRANS01386,CUST0810,2023-08-22,1723.54,Mortgage,184.28,445.09
TRANS01387,CUST0654,2023-09-17,7359.3,Investment,161.16,117.02
TRANS01388,CUST0983,2023-02-27,1002.79,Personal loan,30.03,61.52
TRANS01389,CUST0498,2023-09-15,7091.64,Personal loan,177.34,426.3
TRANS01390,CUST0664,2023-06-20,6377.32,Mortgage,148.35,116.38
TRANS01391,CUST0324,2023-04-01,944.53,Mortgage,82.98,268.75
TRANS01392,CUST0178,2023-02-10,7102.06,Mortgage,194.93,37.13
TRANS01393,CUST0724,2023-07-17,7296.05,Personal loan,185.25,249.83
TRANS01394,CUST0991,2023-06-02,9754.4,Mortgage,21.77,73.48
TRANS01395,CUST0575,2023-08-06,6159.52,Investment,57.59,38.26
TRANS01396,CUST0710,2023-03-22,1683.01,Insurance,17.11,206.27
TRANS01397,CUST0910,2023-01-15,5548.42,Personal loan,152.49,60.13
TRANS01398,CUST0951,2023-02-23,534.67,Insurance,93.89,352.94
TRANS01399,CUST0628,2023-08-08,1791.76,Personal loan,81.12,52.35
TRANS01400,CUST0805,2023-02-04,3418.41,Investment,129.95,229.26
TRANS01401,CUST0365,2023-05-09,8725.92,Insurance,15.6,198.03
TRANS01402,CUST0228,2023-08-06,8640.46,Investment,43.07,374.41
TRANS01403,CUST0681,2023-05-24,1705.03,Investment,30.46,232.17
TRANS01404,CUST0603,2023-09-15,1531.61,Personal loan,95.41,389.18
TRANS01405,CUST0834,2023-04-29,7714.65,Investment,35.31,338.18
TRANS01406,CUST0179,2023-09-07,607.97,Investment,131.11,261.74
TRANS01407,CUST0387,2023-03-05,3149.82,Personal loan,115.73,487.76
TRANS01408,CUST0314,2023-03-30,7328.6,Mortgage,47.19,388.9
TRANS01409,CUST0751,2023-03-30,9613.56,Personal loan,103.31,367.96
TRANS01410,CUST0705,2023-03-09,2958.93,Investment,138.98,41.0
TRANS01411,CUST0301,2023-04-27,1888.89,Personal loan,52.84,26.82
TRANS01412,CUST0130,2023-02-05,8995.56,Investment,151.01,93.3
TRANS01413,CUST0181,2023-05-26,9608.3,Insurance,92.47,432.55
TRANS01414,CUST0746,2023-05-25,134.98,Mortgage,110.42,140.39
TRANS01415,CUST0001,2023-01-27,7677.42,Insurance,160.1,104.25
TRANS01416,CUST0971,2023-08-02,220.86,Insurance,26.34,241.78
TRANS01417,CUST0718,2023-05-15,5026.51,Mortgage,14.61,452.75
TRANS01418,CUST0971,2023-09-01,5036.56,Insurance,192.37,47.09
TRANS01419,CUST0586,2023-04-09,8093.8,Insurance,28.28,202.42
TRANS01420,CUST0400,2023-07-28,6119.04,Investment,16.32,474.47
TRANS01421,CUST0871,2023-04-07,4985.32,Mortgage,36.71,262.69
TRANS01422,CUST0789,2023-08-15,2247.05,Personal loan,10.99,128.11
TRANS01423,CUST0988,2023-06-18,6628.76,Investment,157.13,321.06
TRANS01424,CUST0581,2023-06-01,4592.01,Mortgage,117.98,181.23
TRANS01425,CUST0033,2023-01-10,4474.57,Insurance,174.25,366.17
TRANS01426,CUST0186,2023-07-01,6052.04,Insurance,74.74,32.15
TRANS01427,CUST0616,2023-03-22,165.07,Investment,139.65,231.45
TRANS01428,CUST0325,2023-04-27,8833.46,Investment,191.97,424.84
TRANS01429,CUST0943,2023-04-24,2853.32,Mortgage,148.37,308.8
TRANS01430,CUST0828,2023-05-30,6323.49,Investment,110.35,158.15
TRANS01431,CUST0990,2023-07-02,8219.2,Investment,46.13,97.33
TRANS01432,CUST0626,2023-04-09,2155.61,Mortgage,49.42,282.62
TRANS01433,CUST0226,2023-05-31,1929.92,Investment,167.24,172.43
TRANS01434,CUST0654,2023-03-10,645.13,Mortgage,105.16,73.46
TRANS01435,CUST0579,2023-02-17,3555.3,Investment,77.73,51.26
TRANS01436,CUST0106,2023-05-15,1539.21,Investment,180.95,268.66
TRANS01437,CUST0959,2023-09-03,421.08,Investment,172.15,28.38
TRANS01438,CUST0508,2023-08-11,5823.12,Insurance,162.3,365.83
TRANS01439,CUST0144,2023-05-19,6072.53,Investment,93.39,367.56
TRANS01440,CUST0339,2023-07-31,3378.0,Mortgage,128.84,174.4
TRANS01441,CUST0763,2023-04-21,968.26,Insurance,176.06,38.45
TRANS01442,CUST0079,2023-09-10,1177.99,Insurance,118.14,452.73
TRANS01443,CUST0243,2023-02-01,9937.98,Investment,34.17,348.47
TRANS01444,CUST0355,2023-09-01,1697.22,Personal loan,108.28,22.83
TRANS01445,CUST0327,2023-07-09,2915.37,Insurance,29.17,21.64
TRANS01446,CUST0171,2023-04-14,6643.15,Mortgage,104.76,48.04
TRANS01447,CUST0651,2023-08-25,7028.48,Investment,19.78,206.01
TRANS01448,CUST0906,2023-02-14,5765.6,Mortgage,112.7,292.14
TRANS01449,CUST0986,2023-06-14,5665.55,Personal loan,14.28,431.36
TRANS01450,CUST0090,2023-01-25,9666.3,Investment,166.05,385.84
TRANS01451,CUST0841,2023-06-21,7518.41,Mortgage,65.08,36.89
TRANS01452,CUST0725,2023-01-02,3665.87,Mortgage,167.35,281.88
TRANS01453,CUST0686,2023-05-11,454.82,Investment,84.18,29.5
TRANS01454,CUST0654,2023-01-06,7708.27,Personal loan,78.0,415.52
TRANS01455,CUST0746,2023-03-04,3295.94,Insurance,175.76,248.69
TRANS01456,CUST0907,2023-03-06,8985.54,Insurance,39.99,294.32
TRANS01457,CUST0343,2023-01-30,8220.62,Investment,64.73,205.31
TRANS01458,CUST0457,2023-07-19,7608.58,Investment,111.54,349.09
